date,product_id,category,region,price,discount,cost,sales,revenue,day_of_week,is_promo_day
2022-03-25,1004,Electronics,West,452.83,0.3,316.981,12,3803.77,4,0
2022-03-25,1005,Fashion,South,133.27,0.08,122.6084,17,2084.34,4,0
2022-03-25,1006,Electronics,South,374.83,0.08,344.8436,17,5862.34,4,0
2022-03-25,1007,Fashion,North,79.23,0.07,73.6839,19,1399.99,4,0
2022-03-25,1008,Fashion,East,411.6,0.07,382.788,16,6124.61,4,0
2022-03-25,1009,Electronics,North,476.21,0.14,409.5406,16,6552.65,4,0
2022-03-25,1010,Home,East,455.95,0.21,360.2005,9,3241.8,4,0
2022-03-26,1001,Fashion,West,127.41,0.29,90.4611,12,1085.53,5,0
2022-03-26,1002,Fashion,West,325.04,0.21,256.7816,15,3851.72,5,0
2022-03-26,1003,Fashion,East,38.67,0.07,35.9631,13,467.52,5,0
2022-03-26,1004,Home,South,444.87,0.14,382.5882,12,4591.06,5,1
2022-03-26,1005,Electronics,East,454.48,0.03,440.8456,20,8816.91,5,0
2022-03-26,1006,Electronics,West,306.17,0.22,238.8126,19,4537.44,5,0
2022-03-26,1007,Fashion,East,356.72,0.21,281.8088,12,3381.71,5,0
2022-03-26,1008,Fashion,East,273.96,0.28,197.2512,15,2958.77,5,0
2022-03-26,1009,Home,East,308.82,0.02,302.6436,11,3329.08,5,0
2022-03-26,1010,Home,North,149.01,0.08,137.0892,12,1645.07,5,0
2022-03-27,1001,Fashion,East,372.88,0.03,361.6936,15,5425.4,6,0
2022-03-27,1002,Electronics,West,111.5,0.11,99.235,16,1587.76,6,0
2022-03-27,1003,Home,South,196.95,0.11,175.2855,11,1928.14,6,0
2022-03-27,1004,Home,West,236.41,0.07,219.8613,12,2638.34,6,0
2022-03-27,1005,Electronics,South,154.27,0.22,120.3306,18,2165.95,6,1
2022-03-27,1006,Home,East,496.95,0.19,402.5295,7,2817.71,6,0
2022-03-27,1007,Fashion,North,479.7,0,479.7,16,7675.2,6,0
2022-03-27,1008,Fashion,North,441.59,0.1,397.431,13,5166.6,6,0
2022-03-27,1009,Home,West,377.5,0.27,275.575,10,2755.75,6,0
2022-03-27,1010,Fashion,South,325.41,0.25,244.0575,11,2684.63,6,0
2022-03-28,1001,Electronics,North,158.11,0.14,135.9746,17,2311.57,0,0
2022-03-28,1002,Home,East,169.65,0.28,122.148,12,1465.78,0,0
2022-03-28,1003,Electronics,East,422.05,0.13,367.1835,22,8078.04,0,0
2022-03-28,1004,Home,South,293.79,0.15,249.7215,9,2247.49,0,0
2022-03-28,1005,Fashion,South,479.58,0.05,455.601,13,5922.81,0,0
2022-03-28,1006,Fashion,East,487.26,0.17,404.4258,22,8897.37,0,0
2022-03-28,1007,Home,North,366.26,0.11,325.9714,10,3259.71,0,0
2022-03-28,1008,Fashion,West,381.51,0.06,358.6194,18,6455.15,0,0
2022-03-28,1009,Home,South,330.93,0.07,307.7649,14,4308.71,0,0
2022-03-28,1010,Home,West,468.83,0.13,407.8821,6,2447.29,0,0
2022-03-29,1001,Home,North,472.56,0.24,359.1456,6,2154.87,1,0
2022-03-29,1002,Home,East,233.69,0.25,175.2675,15,2629.01,1,1
2022-03-29,1003,Electronics,West,226.95,0.13,197.4465,28,5528.5,1,0
2022-03-29,1004,Home,West,163.47,0.25,122.6025,11,1348.63,1,0
2022-03-29,1005,Home,East,114.9,0.07,106.857,11,1175.43,1,0
2022-03-29,1006,Fashion,West,497.57,0.09,452.7887,10,4527.89,1,0
2022-03-29,1007,Home,South,434.1,0.29,308.211,4,1232.84,1,0
2022-03-29,1008,Home,North,463.06,0.21,365.8174,10,3658.17,1,0
2022-03-29,1009,Electronics,South,142.01,0.27,103.6673,20,2073.35,1,0
2022-03-29,1010,Home,North,484.9,0.28,349.128,4,1396.51,1,0
2022-03-30,1001,Home,North,219.24,0.11,195.1236,14,2731.73,2,0
2022-03-30,1002,Electronics,North,411.26,0.28,296.1072,23,6810.47,2,0
2022-03-30,1003,Fashion,North,395.62,0.27,288.8026,15,4332.04,2,0
2022-03-30,1004,Home,South,107.24,0.02,105.0952,9,945.86,2,0
2022-03-30,1005,Electronics,South,142.67,0.13,124.1229,18,2234.21,2,0
2022-03-30,1006,Fashion,East,472.31,0.11,420.3559,15,6305.34,2,0
2022-03-30,1007,Electronics,North,55.84,0.3,39.088,16,625.41,2,0
2022-03-30,1008,Electronics,West,453.53,0.02,444.4594,19,8444.73,2,0
2022-03-30,1009,Fashion,West,73.79,0.25,55.3425,14,774.8,2,0
2022-03-30,1010,Fashion,East,212.62,0.17,176.4746,17,3000.07,2,0
2022-03-31,1001,Electronics,South,467.5,0.21,369.325,22,8125.15,3,0
2022-03-31,1002,Electronics,East,212.05,0.13,184.4835,16,2951.74,3,0
2022-03-31,1003,Home,South,232.42,0.22,181.2876,9,1631.59,3,0
2022-03-31,1004,Electronics,West,153.37,0.03,148.7689,33,4909.37,3,0
2022-03-31,1005,Home,South,390.78,0.09,355.6098,5,1778.05,3,0
2022-03-31,1006,Fashion,West,262.6,0.05,249.47,16,3991.52,3,0
2022-03-31,1007,Home,East,305.98,0.02,299.8604,15,4497.91,3,0
2022-03-31,1008,Fashion,East,90.49,0.19,73.2969,13,952.86,3,0
2022-03-31,1009,Fashion,East,78.46,0.04,75.3216,15,1129.82,3,0
2022-03-31,1010,Fashion,East,255.09,0.24,193.8684,15,2908.03,3,0
2022-04-01,1001,Electronics,West,367.19,0.23,282.7363,20,5654.73,4,0
2022-04-01,1002,Fashion,North,57.72,0.27,42.1356,13,547.76,4,0
2022-04-01,1003,Fashion,South,495.34,0.24,376.4584,17,6399.79,4,0
2022-04-01,1004,Home,South,348.15,0.21,275.0385,9,2475.35,4,1
2022-04-01,1005,Fashion,West,473.83,0.1,426.447,14,5970.26,4,0
2022-04-01,1006,Fashion,South,326.71,0.17,271.1693,12,3254.03,4,0
2022-04-01,1007,Electronics,West,325.05,0.14,279.543,21,5870.4,4,0
2022-04-01,1008,Fashion,East,105.87,0.09,96.3417,20,1926.83,4,0
2022-04-01,1009,Home,North,360.66,0.2,288.528,13,3750.86,4,0
2022-04-01,1010,Home,South,231.91,0.26,171.6134,6,1029.68,4,0
2022-04-02,1001,Fashion,North,328.79,0.26,243.3046,13,3162.96,5,1
2022-04-02,1002,Electronics,North,483.68,0.07,449.8224,25,11245.56,5,0
2022-04-02,1003,Fashion,West,79.18,0.28,57.0096,12,684.12,5,0
2022-04-02,1004,Electronics,East,42.55,0.16,35.742,23,822.07,5,0
2022-04-02,1005,Home,West,247.1,0.15,210.035,9,1890.32,5,0
2022-04-02,1006,Home,East,484.79,0.09,441.1589,5,2205.79,5,0
2022-04-02,1007,Electronics,South,83.41,0.02,81.7418,33,2697.48,5,0
2022-04-02,1008,Fashion,North,11.05,0.22,8.619,11,94.81,5,0
2022-04-02,1009,Home,South,358.33,0.21,283.0807,7,1981.56,5,0
2022-04-02,1010,Home,South,179.25,0.06,168.495,11,1853.45,5,0
2022-04-03,1001,Home,East,55.24,0.05,52.478,10,524.78,6,0
2022-04-03,1002,Home,North,95.87,0.27,69.9851,6,419.91,6,0
2022-04-03,1003,Fashion,South,244.52,0.1,220.068,15,3301.02,6,0
2022-04-03,1004,Home,North,463.96,0.14,399.0056,10,3990.06,6,0
2022-04-03,1005,Home,East,368.62,0.23,283.8374,19,5392.91,6,0
2022-04-03,1006,Fashion,South,278.24,0.23,214.2448,19,4070.65,6,0
2022-04-03,1007,Home,North,257.58,0.1,231.822,13,3013.69,6,0
2022-04-03,1008,Electronics,South,239.43,0.18,196.3326,17,3337.65,6,0
2022-04-03,1009,Fashion,North,11.16,0.2,8.928,10,89.28,6,0
2022-04-03,1010,Electronics,South,472.76,0.23,364.0252,32,11648.81,6,0
2022-04-04,1001,Home,South,122.37,0.18,100.3434,11,1103.78,0,0
2022-04-04,1002,Home,East,306.91,0.24,233.2516,9,2099.26,0,0
2022-04-04,1003,Home,East,429.78,0.15,365.313,14,5114.38,0,0
2022-04-04,1004,Fashion,North,246.32,0.28,177.3504,22,3901.71,0,0
2022-04-04,1005,Home,East,438.46,0.11,390.2294,11,4292.52,0,0
2022-04-04,1006,Fashion,North,424.99,0.06,399.4906,11,4394.4,0,0
2022-04-04,1007,Electronics,North,128.96,0.09,117.3536,20,2347.07,0,0
2022-04-04,1008,Electronics,North,370.08,0.13,321.9696,18,5795.45,0,0
2022-04-04,1009,Electronics,South,209.5,0.24,159.22,14,2229.08,0,0
2022-04-04,1010,Electronics,North,243.84,0.09,221.8944,25,5547.36,0,0
2022-04-05,1001,Electronics,North,97.92,0.03,94.9824,22,2089.61,1,0
2022-04-05,1002,Home,North,241.31,0.15,205.1135,9,1846.02,1,0
2022-04-05,1003,Fashion,South,373.84,0.06,351.4096,18,6325.37,1,0
2022-04-05,1004,Electronics,West,341.88,0.21,270.0852,17,4591.45,1,0
2022-04-05,1005,Home,West,490.27,0.11,436.3403,6,2618.04,1,0
2022-04-05,1006,Home,North,263.38,0.04,252.8448,3,758.53,1,0
2022-04-05,1007,Home,South,464.06,0.16,389.8104,7,2728.67,1,0
2022-04-05,1008,Home,East,421.03,0.09,383.1373,7,2681.96,1,0
2022-04-05,1009,Home,North,406.75,0.21,321.3325,9,2891.99,1,0
2022-04-05,1010,Electronics,East,387.11,0.21,305.8169,19,5810.52,1,0
2022-04-06,1001,Home,West,498.14,0.04,478.2144,10,4782.14,2,0
2022-04-06,1002,Fashion,South,129.14,0.12,113.6432,13,1477.36,2,1
2022-04-06,1003,Home,South,150.95,0.18,123.779,7,866.45,2,1
2022-04-06,1004,Fashion,South,311.06,0.08,286.1752,14,4006.45,2,0
2022-04-06,1005,Home,West,312.41,0.07,290.5413,8,2324.33,2,0
2022-04-06,1006,Fashion,South,52.16,0.06,49.0304,14,686.43,2,0
2022-04-06,1007,Home,South,205.93,0.04,197.6928,17,3360.78,2,0
2022-04-06,1008,Electronics,East,280.49,0.23,215.9773,22,4751.5,2,0
2022-04-06,1009,Electronics,East,439.57,0.3,307.699,25,7692.47,2,0
2022-04-06,1010,Fashion,North,145.49,0.02,142.5802,14,1996.12,2,0
2022-04-07,1001,Fashion,East,408.07,0.16,342.7788,17,5827.24,3,0
2022-04-07,1002,Electronics,West,189.91,0.22,148.1298,15,2221.95,3,0
2022-04-07,1003,Fashion,South,17.92,0.16,15.0528,19,286,3,0
2022-04-07,1004,Fashion,West,366.21,0.09,333.2511,8,2666.01,3,0
2022-04-07,1005,Home,East,433.97,0.08,399.2524,6,2395.51,3,0
2022-04-07,1006,Electronics,West,54.62,0.22,42.6036,25,1065.09,3,0
2022-04-07,1007,Home,North,361.24,0.07,335.9532,16,5375.25,3,0
2022-04-07,1008,Electronics,South,89.65,0.11,79.7885,19,1515.98,3,0
2022-04-07,1009,Fashion,North,15.45,0.08,14.214,10,142.14,3,0
2022-04-07,1010,Fashion,East,278.32,0.3,194.824,21,4091.3,3,0
2022-04-08,1001,Electronics,West,438.28,0.23,337.4756,16,5399.61,4,0
2022-04-08,1002,Fashion,South,284.74,0.17,236.3342,10,2363.34,4,0
2022-04-08,1003,Home,East,210.9,0.06,198.246,8,1585.97,4,0
2022-04-08,1004,Home,South,220.52,0.15,187.442,11,2061.86,4,0
2022-04-08,1005,Electronics,West,297.64,0.29,211.3244,21,4437.81,4,0
2022-04-08,1006,Fashion,East,186.9,0.16,156.996,14,2197.94,4,1
2022-04-08,1007,Electronics,South,432.94,0.01,428.6106,14,6000.55,4,0
2022-04-08,1008,Fashion,North,377.89,0.08,347.6588,12,4171.91,4,0
2022-04-08,1009,Electronics,East,470.07,0.1,423.063,16,6769.01,4,0
2022-04-08,1010,Fashion,South,80.65,0.29,57.2615,13,744.4,4,0
2022-04-09,1001,Fashion,West,489.97,0.13,426.2739,13,5541.56,5,0
2022-04-09,1002,Electronics,East,283.88,0.01,281.0412,21,5901.87,5,0
2022-04-09,1003,Electronics,East,347.49,0.3,243.243,23,5594.59,5,0
2022-04-09,1004,Fashion,North,130.07,0,130.07,12,1560.84,5,0
2022-04-09,1005,Home,North,400,0.28,288,4,1152,5,0
2022-04-09,1006,Electronics,West,159.84,0.11,142.2576,17,2418.38,5,0
2022-04-09,1007,Fashion,East,120.57,0.03,116.9529,10,1169.53,5,0
2022-04-09,1008,Home,East,240.57,0.01,238.1643,6,1428.99,5,0
2022-04-09,1009,Home,South,80.48,0.05,76.456,13,993.93,5,0
2022-04-09,1010,Fashion,North,183.15,0.22,142.857,16,2285.71,5,0
2022-04-10,1001,Home,East,73.09,0.03,70.8973,12,850.77,6,0
2022-04-10,1002,Fashion,East,266.7,0.26,197.358,13,2565.65,6,0
2022-04-10,1003,Electronics,West,71.96,0.25,53.97,20,1079.4,6,0
2022-04-10,1004,Fashion,South,147.55,0.1,132.795,19,2523.11,6,0
2022-04-10,1005,Electronics,North,239.04,0.08,219.9168,13,2858.92,6,0
2022-04-10,1006,Home,North,442.83,0.24,336.5508,11,3702.06,6,0
2022-04-10,1007,Home,South,315.6,0.03,306.132,8,2449.06,6,0
2022-04-10,1008,Home,South,243.73,0.13,212.0451,13,2756.59,6,0
2022-04-10,1009,Fashion,East,148.55,0.3,103.985,8,831.88,6,0
2022-04-10,1010,Home,North,371.51,0.14,319.4986,10,3194.99,6,0
2022-04-11,1001,Fashion,West,190.62,0.28,137.2464,13,1784.2,0,0
2022-04-11,1002,Electronics,North,249.08,0.27,181.8284,22,4000.22,0,0
2022-04-11,1003,Fashion,North,152.87,0.16,128.4108,12,1540.93,0,0
2022-04-11,1004,Electronics,West,339.61,0.21,268.2919,25,6707.3,0,0
2022-04-11,1005,Electronics,West,471.79,0.08,434.0468,23,9983.08,0,0
2022-04-11,1006,Home,South,417.79,0.01,413.6121,10,4136.12,0,0
2022-04-11,1007,Electronics,South,346.42,0.21,273.6718,18,4926.09,0,0
2022-04-11,1008,Fashion,West,469.59,0.14,403.8474,14,5653.86,0,0
2022-04-11,1009,Fashion,West,70.05,0.04,67.248,17,1143.22,0,0
2022-04-11,1010,Fashion,North,110.55,0.06,103.917,15,1558.75,0,0
2022-04-12,1001,Electronics,South,147.41,0.28,106.1352,17,1804.3,1,1
2022-04-12,1002,Home,North,334.49,0.14,287.6614,8,2301.29,1,1
2022-04-12,1003,Fashion,West,174.72,0.17,145.0176,14,2030.25,1,0
2022-04-12,1004,Home,North,57.59,0.11,51.2551,9,461.3,1,0
2022-04-12,1005,Electronics,East,497.16,0.11,442.4724,25,11061.81,1,0
2022-04-12,1006,Electronics,West,443.85,0.12,390.588,24,9374.11,1,0
2022-04-12,1007,Fashion,East,292.5,0.24,222.3,16,3556.8,1,0
2022-04-12,1008,Home,East,74.04,0.01,73.2996,13,952.89,1,0
2022-04-12,1009,Home,West,172.82,0.19,139.9842,13,1819.79,1,0
2022-04-12,1010,Electronics,North,17.46,0.04,16.7616,17,284.95,1,0
2022-04-13,1001,Fashion,East,389.62,0.05,370.139,18,6662.5,2,0
2022-04-13,1002,Home,West,461.75,0.15,392.4875,7,2747.41,2,0
2022-04-13,1003,Electronics,West,337.93,0.17,280.4819,22,6170.6,2,0
2022-04-13,1004,Home,North,407.13,0.02,398.9874,7,2792.91,2,0
2022-04-13,1005,Fashion,North,442.75,0.22,345.345,19,6561.56,2,0
2022-04-13,1006,Electronics,West,230.29,0.29,163.5059,24,3924.14,2,0
2022-04-13,1007,Fashion,East,142.83,0.04,137.1168,16,2193.87,2,0
2022-04-13,1008,Home,South,367.19,0.06,345.1586,14,4832.22,2,0
2022-04-13,1009,Fashion,West,215.68,0,215.68,13,2803.84,2,0
2022-04-13,1010,Electronics,West,499.2,0.05,474.24,18,8536.32,2,0
2022-04-14,1001,Electronics,North,436.86,0.16,366.9624,25,9174.06,3,0
2022-04-14,1002,Fashion,South,403.95,0.28,290.844,15,4362.66,3,0
2022-04-14,1003,Home,North,177.02,0.24,134.5352,5,672.68,3,0
2022-04-14,1004,Fashion,East,342.7,0.18,281.014,18,5058.25,3,0
2022-04-14,1005,Electronics,North,350.88,0.29,249.1248,24,5979,3,0
2022-04-14,1006,Fashion,North,456.16,0,456.16,14,6386.24,3,0
2022-04-14,1007,Home,West,388.81,0.16,326.6004,20,6532.01,3,0
2022-04-14,1008,Fashion,North,341.58,0.27,249.3534,14,3490.95,3,0
2022-04-14,1009,Electronics,West,23.9,0.24,18.164,23,417.77,3,0
2022-04-14,1010,Home,East,92.08,0.06,86.5552,11,952.11,3,0
2022-04-15,1001,Home,West,174.08,0.12,153.1904,14,2144.67,4,0
2022-04-15,1002,Electronics,East,334.11,0.01,330.7689,28,9261.53,4,0
2022-04-15,1003,Fashion,East,487.57,0.23,375.4289,13,4880.58,4,0
2022-04-15,1004,Home,East,46.9,0.07,43.617,7,305.32,4,0
2022-04-15,1005,Electronics,South,48.24,0.28,34.7328,21,729.39,4,0
2022-04-15,1006,Electronics,East,167.55,0.19,135.7155,15,2035.73,4,0
2022-04-15,1007,Home,South,36.75,0.27,26.8275,4,107.31,4,0
2022-04-15,1008,Fashion,North,465.99,0.12,410.0712,15,6151.07,4,0
2022-04-15,1009,Fashion,North,382.83,0.15,325.4055,10,3254.05,4,1
2022-04-15,1010,Home,North,179.98,0.12,158.3824,9,1425.44,4,0
2022-04-16,1001,Fashion,North,165.6,0.11,147.384,13,1915.99,5,0
2022-04-16,1002,Fashion,West,252.83,0.24,192.1508,18,3458.71,5,0
2022-04-16,1003,Home,South,461.33,0.21,364.4507,6,2186.7,5,0
2022-04-16,1004,Home,South,94.26,0.17,78.2358,12,938.83,5,0
2022-04-16,1005,Home,North,212.7,0.28,153.144,7,1072.01,5,0
2022-04-16,1006,Fashion,West,24.27,0.08,22.3284,19,424.24,5,0
2022-04-16,1007,Electronics,North,325.44,0.01,322.1856,24,7732.45,5,0
2022-04-16,1008,Electronics,North,285.35,0.06,268.229,23,6169.27,5,0
2022-04-16,1009,Electronics,South,308.04,0.15,261.834,20,5236.68,5,0
2022-04-16,1010,Home,South,155.82,0.14,134.0052,11,1474.06,5,0
2022-04-17,1001,Fashion,North,41.72,0.22,32.5416,14,455.58,6,0
2022-04-17,1002,Electronics,West,241.43,0.2,193.144,18,3476.59,6,0
2022-04-17,1003,Fashion,South,53.82,0.26,39.8268,18,716.88,6,0
2022-04-17,1004,Fashion,South,75.15,0.26,55.611,14,778.55,6,0
2022-04-17,1005,Electronics,South,480.12,0.22,374.4936,16,5991.9,6,0
2022-04-17,1006,Fashion,South,144.38,0.17,119.8354,12,1438.02,6,0
2022-04-17,1007,Electronics,East,280.72,0.25,210.54,31,6526.74,6,0
2022-04-17,1008,Electronics,West,324.08,0.29,230.0968,12,2761.16,6,0
2022-04-17,1009,Electronics,West,318.99,0.02,312.6102,9,2813.49,6,0
2022-04-17,1010,Fashion,South,49.12,0.03,47.6464,13,619.4,6,0
2022-04-18,1001,Electronics,North,347.91,0.24,264.4116,29,7667.94,0,0
2022-04-18,1002,Fashion,West,260.42,0.06,244.7948,15,3671.92,0,0
2022-04-18,1003,Home,East,172.92,0.29,122.7732,16,1964.37,0,0
2022-04-18,1004,Fashion,South,39.07,0.2,31.256,20,625.12,0,0
2022-04-18,1005,Electronics,South,461.26,0.17,382.8458,23,8805.45,0,0
2022-04-18,1006,Electronics,South,422.35,0.23,325.2095,16,5203.35,0,0
2022-04-18,1007,Fashion,North,461.27,0.04,442.8192,22,9742.02,0,0
2022-04-18,1008,Electronics,West,495.92,0.02,486.0016,17,8262.03,0,0
2022-04-18,1009,Home,East,102.73,0.09,93.4843,10,934.84,0,0
2022-04-18,1010,Fashion,North,381.88,0.11,339.8732,8,2718.99,0,0
2022-04-19,1001,Fashion,West,483.67,0.29,343.4057,14,4807.68,1,0
2022-04-19,1002,Home,West,229.88,0.05,218.386,16,3494.18,1,0
2022-04-19,1003,Fashion,West,416.12,0.13,362.0244,18,6516.44,1,0
2022-04-19,1004,Fashion,West,189.79,0.19,153.7299,23,3535.79,1,0
2022-04-19,1005,Fashion,East,167.96,0.02,164.6008,10,1646.01,1,0
2022-04-19,1006,Fashion,North,95.53,0.27,69.7369,18,1255.26,1,0
2022-04-19,1007,Electronics,East,345.81,0.14,297.3966,17,5055.74,1,0
2022-04-19,1008,Electronics,South,253.64,0.27,185.1572,18,3332.83,1,0
2022-04-19,1009,Fashion,West,49.74,0.24,37.8024,16,604.84,1,0
2022-04-19,1010,Home,South,347.52,0.23,267.5904,11,2943.49,1,0
2022-04-20,1001,Fashion,North,474.23,0.12,417.3224,18,7511.8,2,0
2022-04-20,1002,Fashion,North,283.57,0.27,207.0061,22,4554.13,2,1
2022-04-20,1003,Fashion,South,191.87,0.19,155.4147,10,1554.15,2,1
2022-04-20,1004,Home,South,349.93,0.24,265.9468,12,3191.36,2,0
2022-04-20,1005,Electronics,North,170.81,0.27,124.6913,18,2244.44,2,0
2022-04-20,1006,Home,East,163.81,0.22,127.7718,8,1022.17,2,0
2022-04-20,1007,Electronics,North,201.11,0.2,160.888,23,3700.42,2,1
2022-04-20,1008,Fashion,North,277.9,0.06,261.226,6,1567.36,2,0
2022-04-20,1009,Electronics,East,332.81,0.18,272.9042,24,6549.7,2,0
2022-04-20,1010,Fashion,West,415.72,0.29,295.1612,18,5312.9,2,0
2022-04-21,1001,Electronics,South,497.48,0.03,482.5556,19,9168.56,3,0
2022-04-21,1002,Electronics,South,470.37,0.26,348.0738,18,6265.33,3,0
2022-04-21,1003,Home,East,197.71,0.14,170.0306,12,2040.37,3,0
2022-04-21,1004,Electronics,West,405.71,0.27,296.1683,23,6811.87,3,0
2022-04-21,1005,Electronics,North,302.69,0.22,236.0982,28,6610.75,3,0
2022-04-21,1006,Fashion,South,227.43,0.19,184.2183,19,3500.15,3,0
2022-04-21,1007,Electronics,East,176.98,0.02,173.4404,20,3468.81,3,0
2022-04-21,1008,Fashion,North,214.25,0.25,160.6875,12,1928.25,3,0
2022-04-21,1009,Home,South,441.45,0.24,335.502,8,2684.02,3,0
2022-04-21,1010,Fashion,East,302.92,0.05,287.774,11,3165.51,3,0
2022-04-22,1001,Fashion,North,253.9,0.22,198.042,19,3762.8,4,0
2022-04-22,1002,Electronics,West,10.67,0.27,7.7891,24,186.94,4,0
2022-04-22,1003,Electronics,West,151.91,0.11,135.1999,22,2974.4,4,0
2022-04-22,1004,Home,North,440.57,0.09,400.9187,9,3608.27,4,0
2022-04-22,1005,Fashion,West,248.76,0.02,243.7848,16,3900.56,4,0
2022-04-22,1006,Electronics,West,30.71,0.07,28.5603,14,399.84,4,0
2022-04-22,1007,Home,South,42.87,0.3,30.009,16,480.14,4,0
2022-04-22,1008,Fashion,South,448.2,0.23,345.114,16,5521.82,4,0
2022-04-22,1009,Fashion,West,396.94,0.1,357.246,7,2500.72,4,0
2022-04-22,1010,Home,South,212.45,0.27,155.0885,8,1240.71,4,0
2022-04-23,1001,Electronics,East,322.03,0.07,299.4879,20,5989.76,5,0
2022-04-23,1002,Fashion,West,22.85,0.16,19.194,13,249.52,5,0
2022-04-23,1003,Fashion,West,76.63,0.26,56.7062,19,1077.42,5,0
2022-04-23,1004,Fashion,West,374.71,0.09,340.9861,7,2386.9,5,0
2022-04-23,1005,Electronics,North,308.6,0.16,259.224,20,5184.48,5,0
2022-04-23,1006,Fashion,South,65.9,0.11,58.651,10,586.51,5,0
2022-04-23,1007,Fashion,North,340.47,0.07,316.6371,12,3799.65,5,0
2022-04-23,1008,Electronics,South,316.95,0.08,291.594,22,6415.07,5,0
2022-04-23,1009,Electronics,West,64.65,0.14,55.599,11,611.59,5,0
2022-04-23,1010,Home,East,310.21,0.16,260.5764,7,1824.03,5,0
2022-04-24,1001,Fashion,South,372.29,0.06,349.9526,16,5599.24,6,0
2022-04-24,1002,Electronics,South,210.7,0.18,172.774,18,3109.93,6,0
2022-04-24,1003,Electronics,South,95.18,0.08,87.5656,25,2189.14,6,0
2022-04-24,1004,Home,South,165.14,0.17,137.0662,7,959.46,6,0
2022-04-24,1005,Home,North,13.19,0.2,10.552,13,137.18,6,0
2022-04-24,1006,Electronics,North,99.67,0.12,87.7096,24,2105.03,6,0
2022-04-24,1007,Home,West,93.89,0.15,79.8065,12,957.68,6,0
2022-04-24,1008,Home,West,297,0.12,261.36,10,2613.6,6,0
2022-04-24,1009,Fashion,North,151.43,0.19,122.6583,15,1839.87,6,0
2022-04-24,1010,Home,North,26.11,0.24,19.8436,10,198.44,6,0
2022-04-25,1001,Fashion,South,410.44,0.3,287.308,16,4596.93,0,0
2022-04-25,1002,Home,East,472.97,0.07,439.8621,6,2639.17,0,0
2022-04-25,1003,Home,North,14,0.01,13.86,9,124.74,0,0
2022-04-25,1004,Home,East,96.88,0.21,76.5352,13,994.96,0,0
2022-04-25,1005,Fashion,South,466.76,0.1,420.084,12,5041.01,0,0
2022-04-25,1006,Home,West,401.08,0.09,364.9828,13,4744.78,0,0
2022-04-25,1007,Electronics,West,157.02,0.25,117.765,24,2826.36,0,0
2022-04-25,1008,Home,South,80.9,0.3,56.63,8,453.04,0,0
2022-04-25,1009,Fashion,South,60.58,0.29,43.0118,16,688.19,0,0
2022-04-25,1010,Home,West,32.19,0.15,27.3615,11,300.98,0,0
2022-04-26,1001,Home,East,157.41,0.22,122.7798,8,982.24,1,0
2022-04-26,1002,Fashion,South,242.07,0.09,220.2837,9,1982.55,1,0
2022-04-26,1003,Electronics,North,191.94,0.14,165.0684,23,3796.57,1,0
2022-04-26,1004,Electronics,North,287.25,0.12,252.78,19,4802.82,1,0
2022-04-26,1005,Home,South,331.14,0,331.14,10,3311.4,1,0
2022-04-26,1006,Fashion,East,135.87,0.24,103.2612,15,1548.92,1,0
2022-04-26,1007,Electronics,North,45.61,0.23,35.1197,17,597.03,1,0
2022-04-26,1008,Fashion,North,354.66,0.04,340.4736,20,6809.47,1,0
2022-04-26,1009,Electronics,West,151.7,0.29,107.707,14,1507.9,1,0
2022-04-26,1010,Fashion,North,125.81,0.14,108.1966,14,1514.75,1,0
2022-04-27,1001,Electronics,East,323.75,0.22,252.525,19,4797.98,2,0
2022-04-27,1002,Fashion,East,217.21,0.03,210.6937,17,3581.79,2,0
2022-04-27,1003,Electronics,West,197.92,0.24,150.4192,19,2857.96,2,0
2022-04-27,1004,Home,North,480.35,0.17,398.6905,5,1993.45,2,0
2022-04-27,1005,Fashion,North,63.67,0.06,59.8498,9,538.65,2,0
2022-04-27,1006,Home,North,43.13,0.18,35.3666,8,282.93,2,0
2022-04-27,1007,Home,West,253.73,0.26,187.7602,6,1126.56,2,0
2022-04-27,1008,Electronics,South,118.07,0.12,103.9016,16,1662.43,2,0
2022-04-27,1009,Fashion,South,193.09,0.13,167.9883,15,2519.82,2,0
2022-04-27,1010,Fashion,South,292.57,0.15,248.6845,21,5222.37,2,0
2022-04-28,1001,Fashion,South,185.09,0.18,151.7738,18,2731.93,3,0
2022-04-28,1002,Home,North,72.29,0.1,65.061,5,325.31,3,0
2022-04-28,1003,Electronics,East,395.94,0.16,332.5896,21,6984.38,3,0
2022-04-28,1004,Home,North,156.19,0.22,121.8282,16,1949.25,3,0
2022-04-28,1005,Electronics,South,412.29,0.05,391.6755,15,5875.13,3,0
2022-04-28,1006,Electronics,South,305.32,0.15,259.522,21,5449.96,3,0
2022-04-28,1007,Home,North,200.96,0.01,198.9504,9,1790.55,3,0
2022-04-28,1008,Electronics,West,360.42,0.23,277.5234,13,3607.8,3,0
2022-04-28,1009,Electronics,South,72.57,0.27,52.9761,24,1271.43,3,0
2022-04-28,1010,Home,East,131.41,0.14,113.0126,6,678.08,3,0
2022-04-29,1001,Home,South,499.07,0.24,379.2932,8,3034.35,4,0
2022-04-29,1002,Fashion,East,209.45,0.12,184.316,16,2949.06,4,0
2022-04-29,1003,Fashion,East,102.08,0,102.08,18,1837.44,4,0
